"Issue Type","Summary","Test Case ID","Module","Feature","Priority","Severity","Preconditions","Test Steps","Test Data","Expected Result","Actual Result","Status","Labels"
"Test","TC-PROC-002 - Supplier/email","TC-PROC-002","Procurement","Supplier/email","Medium","Medium","—","email sai format","`""abc""`","400 ""Email không hợp lệ""","","","Procurement"
"Test","TC-PROC-003 - Supplier/duplicate","TC-PROC-003","Procurement","Supplier/duplicate","Medium","High","code trùng","POST /suppliers","trùng","⚠️ASSUMED: UNIQUE code → 409/400. Kiểm tra","","","Procurement"
"Test","TC-PROC-004 - Supplier/permission","TC-PROC-004","Procurement","Supplier/permission","High","High","KITCHEN","POST /suppliers","Bearer","403 (chỉ managerOnly ghi)","","","Procurement"
"Test","TC-PROC-005 - Supplier delete","TC-PROC-005","Procurement","Supplier delete","Medium","Medium","Manager","DELETE /suppliers/:id","—","200; soft-delete nếu có phiếu nhập liên quan","","","Procurement"
"Test","TC-PROC-006 - Create receipt","TC-PROC-006","Procurement","Create receipt","High","Critical","Manager","POST /receipts","`{supplier_id,items:[{ingredient_id,quantity:50,unit_price:10000}]}`","201, phiếu DRAFT/PENDING (chưa cộng kho tới khi confirm)","","","Procurement"
"Test","TC-PROC-007 - Receipt/no-items","TC-PROC-007","Procurement","Receipt/no-items","High","High","—","items rỗng","`[]`","400 ""Phiếu nhập phải có ít nhất 1 dòng""","","","Procurement"
"Test","TC-PROC-008 - Receipt/qty","TC-PROC-008","Procurement","Receipt/qty","Medium","Medium","—","quantity = 0","`0`","400 ""Số lượng phải > 0""","","","Procurement"
"Test","TC-PROC-009 - Receipt/date","TC-PROC-009","Procurement","Receipt/date","Medium","Low","—","receipt_date sai format","`2026/07/20`","400 ""Ngày không hợp lệ (YYYY-MM-DD)""","","","Procurement"
"Test","TC-PROC-010 - Confirm receipt","TC-PROC-010","Procurement","Confirm receipt","High","Critical","Phiếu PENDING","POST /receipts/:id/confirm","—","**Cộng kho** theo từng dòng; cập nhật cost_price; phiếu CONFIRMED","","","Procurement"
"Test","TC-PROC-011 - Confirm/double","TC-PROC-011","Procurement","Confirm/double","High","Critical","Phiếu đã CONFIRMED","POST /receipts/:id/confirm lại","—","400/idempotent; **không** cộng kho 2 lần","","","Procurement"
"Test","TC-PROC-012 - Confirm/transaction","TC-PROC-012","Procurement","Confirm/transaction","High","Critical","Lỗi giữa cộng kho","mô phỏng","—","ROLLBACK: không cộng kho một phần","","","Procurement"
"Test","TC-PROC-013 - Cancel receipt","TC-PROC-013","Procurement","Cancel receipt","High","High","Phiếu PENDING","DELETE /receipts/:id","—","Hủy phiếu","","","Procurement"
"Test","TC-PROC-014 - Cancel/confirmed","TC-PROC-014","Procurement","Cancel/confirmed","High","High","Phiếu đã CONFIRMED (đã cộng kho)","DELETE /receipts/:id","—","⚠️ASSUMED: hủy phiếu đã cộng kho phải trừ kho lại hoặc chặn. Kiểm tra, ghi nhận","","","Procurement"
"Test","TC-PROC-015 - Scope","TC-PROC-015","Procurement","Scope","High","Critical","Manager cty X","thao tác phiếu/NCC cty Y","—","403/404","","","Procurement"
"Test","TC-PROC-016 - Cross-branch ingredient","TC-PROC-016","Procurement","Cross-branch ingredient","High","High","items có ingredient_id của công ty khác","POST /receipts","mismatch","⚠️ASSUMED: validate nguyên liệu thuộc đúng công ty. Kiểm tra","","","Procurement"
"Test","TC-PROC-017 - Audit","TC-PROC-017","Procurement","Audit","Medium","Medium","—","Confirm/cancel phiếu","—","Ghi audit log","","","Procurement"
"Test","TC-AUD-001 - List","TC-AUD-001","Audit","List","High","High","BRANCH_MANAGER","GET /","—","200, nhật ký hành động trong scope","","","Audit"
"Test","TC-AUD-002 - Auto-capture","TC-AUD-002","Audit","Auto-capture","High","Critical","Thực hiện 1 hành động ghi (vd void món)","Sau đó GET /audit-logs","—","Có bản ghi: ai, hành động gì, khi nào, đối tượng nào","","","Audit"
"Test","TC-AUD-003 - Scope","TC-AUD-003","Audit","Scope","High","Critical","BRANCH_MANAGER A","GET /","—","Chỉ log chi nhánh A (không xem toàn hệ thống)","","","Audit"
"Test","TC-AUD-004 - Permission","TC-AUD-004","Audit","Permission","High","High","WAITER","GET /","Bearer","403","","","Audit"
"Test","TC-AUD-005 - Immutability","TC-AUD-005","Audit","Immutability","High","Critical","—","Thử sửa/xóa audit log","—","Không có endpoint sửa/xóa; log bất biến (chỉ đọc)","","","Audit"
"Test","TC-AUD-006 - Sensitive-data","TC-AUD-006","Audit","Sensitive-data","Medium","High","—","Kiểm tra nội dung log","—","Không lưu password/PIN/token trong payload log","","","Audit"
"Test","TC-AUD-007 - Pagination","TC-AUD-007","Audit","Pagination","Medium","Medium","Nhiều log","GET /?page&limit","—","⚠️ASSUMED: cần phân trang; kiểm tra tránh trả toàn bộ bảng","","","Audit"
"Test","TC-AUD-008 - Filter","TC-AUD-008","Audit","Filter","Low","Low","Manager","GET /?action&user&date","filters","Lọc theo hành động/người/ngày (nếu hỗ trợ)","","","Audit"
"Test","TC-AUD-009 - Perf","TC-AUD-009","Audit","Perf","Low","Medium","Bảng log lớn","GET /","—","Có index theo thời gian/chi nhánh; response time chấp nhận","","","Audit"
"Test","TC-SYS-001 - Security/JWT","TC-SYS-001","System","Security/JWT","High","Critical","—","Gọi API internal bằng token customer & ngược lại","cross-type","403 sai loại tài khoản mọi endpoint","","","System"
"Test","TC-SYS-002 - Security/headers","TC-SYS-002","System","Security/headers","Medium","Medium","—","Kiểm tra response headers","—","Có helmet/security headers; không lộ `X-Powered-By`","","","System"
"Test","TC-SYS-003 - Security/CORS","TC-SYS-003","System","Security/CORS","Medium","High","—","Request từ origin lạ","—","CORS chỉ cho phép origin whitelisted","","","System"
"Test","TC-SYS-004 - Security/rate-limit","TC-SYS-004","System","Security/rate-limit","Medium","High","—","Flood endpoint không có authLimiter","—","⚠️ASSUMED: chỉ auth có rate limit → cân nhắc global limiter chống DoS","","","System"
"Test","TC-SYS-005 - Security/.env","TC-SYS-005","System","Security/.env","High","Critical","—","Kiểm tra secrets","—","PayOS keys/JWT secret/DB pass chỉ ở .env, không hardcode, không trả ra client","","","System"
"Test","TC-SYS-006 - Error/500","TC-SYS-006","System","Error/500","High","High","DB/Redis down","Gọi API bất kỳ","—","500 message chung; **không** lộ stack trace/SQL/đường dẫn ra client","","","System"
"Test","TC-SYS-007 - Integration/DB","TC-SYS-007","System","Integration/DB","High","High","—","Mất kết nối Postgres giữa chừng","—","Transaction rollback; không để dữ liệu nửa vời","","","System"
"Test","TC-SYS-008 - Integration/Redis","TC-SYS-008","System","Integration/Redis","High","High","Redis down","Checkout voucher / QR pending","—","Xử lý lỗi rõ ràng; xác định tính năng nào phụ thuộc cứng Redis","","","System"
"Test","TC-SYS-009 - Integration/PayOS","TC-SYS-009","System","Integration/PayOS","High","High","PayOS timeout","Tạo link/nạp ví","—","Timeout xử lý, đánh dấu topup FAILED, không treo request","","","System"
"Test","TC-SYS-010 - Integration/Mail","TC-SYS-010","System","Integration/Mail","Medium","Medium","SMTP down","forgot-password/verify","—","Best-effort, log warn, không chặn luồng chính","","","System"
"Test","TC-SYS-011 - Perf/load","TC-SYS-011","System","Perf/load","Medium","High","—","1000 user đồng thời (login, order, checkout)","load test","Response time trong SLA; không rò rỉ connection pool; SSE ổn định","","","System"
"Test","TC-SYS-012 - UI/responsive","TC-SYS-012","System","UI/responsive","Low","Low","—","igourmet-app & internal trên mobile/tablet/desktop","—","Responsive; loading/empty/error state đầy đủ","","","System"
"Test","TC-SYS-013 - Edge/token-expired","TC-SYS-013","System","Edge/token-expired","High","High","Access token hết hạn giữa phiên","Gọi API","—","Auto refresh; refresh fail → về màn Login","","","System"
"Test","TC-SYS-014 - Edge/multi-tab","TC-SYS-014","System","Edge/multi-tab","Medium","Medium","Đăng nhập 2 tab","Thao tác song song","—","Trạng thái nhất quán; logout 1 tab không phá tab kia bất ngờ (hoặc đồng bộ)","","","System"
"Test","TC-SYS-015 - Migration integrity","TC-SYS-015","System","Migration integrity","Medium","High","—","Chạy migrations 001→025 sạch","—","Không lỗi; redeem_code (025), home_banners (024), rescheduled (023) đúng schema","","","System"
